Line Number	Verse Reference	Unaccented Words	Suggested Fix	Total Count	Reason	Context Before	Context After	Full Line
33989	ΕΠΙΣΤΟΛΗ ΙΕΡΕΜΙΟΥ 1:46	τε οἱ	τε οἱ	271	consecutive enclitics	Αὐτοί	κατασκευάζοντες	\vs{46}Αὐτοί τε οἱ κατασκευάζοντες αὐτὰ οὐ μὴ γένωνται πολυχρόνιοι· πῶς τε δὴ μέλλει τὰ ὑπʼ αὐτῶν κατασκευασθέντα;
33999	ΕΠΙΣΤΟΛΗ ΙΕΡΕΜΙΟΥ 1:54	τε οὐ	τε οὐ	271	consecutive enclitics	Κρίσιν	μὴ	\vs{54}Κρίσιν τε οὐ μὴ διακρίνωσιν ἑαυτῶν, οὐδὲ μὴ ῥύσωνται ἀδίκημα, ἀδύνατοι ὄντες· ὥσπερ γὰρ κορῶναι ἀναμέσον τοῦ οὐρανοῦ καὶ τῆς γῆς.
34017	ΕΠΙΣΤΟΛΗ ΙΕΡΕΜΙΟΥ 1:67	τε ἐν	τε ἐν	271	consecutive enclitics	Σημεῖά	ἔθνεσιν	\vs{67}Σημεῖά τε ἐν ἔθνεσιν ἐν οὐρανῷ οὐ μὴ δείξωσιν, οὐδὲ ὡς ὁ ἥλιος λάμψουσιν, οὔτε φωτιοῦσιν ὡς ἡ σελήνη.
34017	ΕΠΙΣΤΟΛΗ ΙΕΡΕΜΙΟΥ 1:67	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	οὐδὲ	ἥλιος	\vs{67}Σημεῖά τε ἐν ἔθνεσιν ἐν οὐρανῷ οὐ μὴ δείξωσιν, οὐδὲ ὡς ὁ ἥλιος λάμψουσιν, οὔτε φωτιοῦσιν ὡς ἡ σελήνη.
34017	ΕΠΙΣΤΟΛΗ ΙΕΡΕΜΙΟΥ 1:67	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	φωτιοῦσιν	σελήνη	\vs{67}Σημεῖά τε ἐν ἔθνεσιν ἐν οὐρανῷ οὐ μὴ δείξωσιν, οὐδὲ ὡς ὁ ἥλιος λάμψουσιν, οὔτε φωτιοῦσιν ὡς ἡ σελήνη.
34023	ΕΠΙΣΤΟΛΗ ΙΕΡΕΜΙΟΥ 1:72	τε ἐξ	τε ἐξ	271	consecutive enclitics	αὐτά	ὑστέρου	\vs{72}Ἀπό τε τῆς πορφύρας καὶ τῆς μαρμάρου τῆς ἐπʼ αὐτοὺς σηπομένης γνωσθήσονται ὅτι οὐκ εἰσὶ θεοί· αὐτά τε ἐξ ὑστέρου βρωθήσονται, καὶ ἔσται ὄνειδος ἐν τῇ χώρᾳ.
34074	ΣΩΣΑΝΝΑ 1:33	οἱ παρ	οἱ παρ	4140	consecutive enclitics	δὲ		\vs{33}Ἔκλαιον δὲ οἱ παρʼ αὐτῆς, καὶ πάντες οἱ ἰδόντες αὐτήν.
34173	ΒΗΛ ΚΑΙ ΔΡΑΚΩΝ 1:37	σοι ὁ	σοι ὁ	1034	consecutive enclitics	ἀπέστειλέ	Θεός	\vs{37}Καὶ ἐβόησεν Ἀμβακοὺμ, λέγων, Δανιὴλ, Δανιὴλ, λάβε τὸ ἄριστον ὃ ἀπέστειλέ σοι ὁ Θεός.
34175	ΒΗΛ ΚΑΙ ΔΡΑΚΩΝ 1:38	μου ὁ	μου ὁ	4317	consecutive enclitics	γάρ	Θεὸς	\vs{38}Καὶ εἶπε Δανιὴλ, ἐμνήσθης γάρ μου ὁ Θεὸς, καὶ οὐκ ἐγκατέλιπες τοὺς ἀγαπῶντάς σε.
34321	ΜΑΚΚΑΒΑΙΩΝ Α 2:40	ὡς οἱ	ὡς οἱ	1776	consecutive enclitics	ποιήσωμεν	ἀδελφοὶ	\vs{40}Καὶ εἶπεν ἀνὴρ τῷ πλησίον αὐτοῦ, ἐὰν πάντες ποιήσωμεν ὡς οἱ ἀδελφοὶ ἡμῶν ἐποίησαν, καὶ μὴ πολεμήσωμεν πρὸς τὰ ἔθνη ὑπὲρ τῶν ψυχῶν ἡμῶν καὶ τῶν δικαιωμάτων ἡμῶν, νῦν τάχιον ἡμᾶς ἐξολοθρεύσουσιν ἀπὸ τῆς γῆς.
34384	ΜΑΚΚΑΒΑΙΩΝ Α 3:19	οὐκ ἐν	οὐκ ἐν	3183	consecutive enclitics	Ὅτι	πλήθει	\vs{19}Ὅτι οὐκ ἐν πλήθει δυνάμεως νίκη πολέμου ἐστὶν, ἀλλʼ ἢ ἐκ τοῦ οὐρανοῦ ἡ ἰσχύς.
34427	ΜΑΚΚΑΒΑΙΩΝ Α 3:51	σου ἐν	σου ἐν	5611	consecutive enclitics	ἱερεῖς	πένθει	\vs{51}Καὶ τὰ ἅγιά σου καταπεπάτηται, καὶ βεβήλωται· καὶ οἱ ἱερεῖς σου ἐν πένθει καὶ ταπεινώσει.
34438	ΜΑΚΚΑΒΑΙΩΝ Α 3:60	Ὡς δ	Ὡς δ	150	consecutive enclitics			\vs{60}Ὡς δʼ ἂν ᾖ θέλημα ἐν οὐρανῷ, οὕτω ποιήσει.
34482	ΜΑΚΚΑΒΑΙΩΝ Α 4:33	σου ἐν	σου ἐν	5611	consecutive enclitics	ὄνομά	ὕμνοις	\vs{33}Κατάβαλε αὐτοὺς ῥομφαίᾳ ἀγαπώντων σε, καὶ αἰνεσάτωσάν σε πάντες οἱ εἰδότες τὸ ὄνομά σου ἐν ὕμνοις.
34490	ΜΑΚΚΑΒΑΙΩΝ Α 4:38	ὡς ἐν	ὡς ἐν	1776	consecutive enclitics	πεφυκότα	δρυμῷ	\vs{38}Καὶ ἴδον τὸ ἁγίασμα ἠρημωμένον, καὶ τὸ θυσιαστήριον βεβηλωμένον, καὶ τὰς πύλας κατακεκαυμένας, καὶ ἐν ταῖς αὐλαῖς φυτὰ πεφυκότα ὡς ἐν δρυμῷ ἢ ὡς ἐν ἑνὶ τῶν ὀρέων, καὶ τὰ παστοφόρια καθῃρημένα.
34490	ΜΑΚΚΑΒΑΙΩΝ Α 4:38	ὡς ἐν	ὡς ἐν	1776	consecutive enclitics	ἢ	ἑνὶ	\vs{38}Καὶ ἴδον τὸ ἁγίασμα ἠρημωμένον, καὶ τὸ θυσιαστήριον βεβηλωμένον, καὶ τὰς πύλας κατακεκαυμένας, καὶ ἐν ταῖς αὐλαῖς φυτὰ πεφυκότα ὡς ἐν δρυμῷ ἢ ὡς ἐν ἑνὶ τῶν ὀρέων, καὶ τὰ παστοφόρια καθῃρημένα.
34584	ΜΑΚΚΑΒΑΙΩΝ Α 5:47	οἱ ἐκ	οἱ ἐκ	4140	consecutive enclitics	αὐτοὺς	τῆς	\vs{47}Καὶ ἀπέκλεισαν αὐτοὺς οἱ ἐκ τῆς πόλεως, καὶ ἐνέφραξαν τὰς πύλας λίθοις.
34635	ΜΑΚΚΑΒΑΙΩΝ Α 6:18	οἱ ἐκ	οἱ ἐκ	4140	consecutive enclitics	Καὶ	τῆς	\vs{18}Καὶ οἱ ἐκ τῆς ἄκρας ἦσαν συγκλείοντες τὸν Ἰσραὴλ κύκλῳ τῶν ἁγίων, καὶ ζητοῦντες τὰ κακὰ διʼ ὅλου, καὶ στήριγμα τοῖς ἔθνεσι
34644	ΜΑΚΚΑΒΑΙΩΝ Α 6:25	οὐκ ἐφ	οὐκ ἐφ	3183	consecutive enclitics	Καὶ		\vs{25}Καὶ οὐκ ἐφʼ ἡμᾶς μόνον ἐξέτειναν χεῖρα, ἀλλὰ καὶ ἐπὶ πάντα τὰ ὅρια αὐτῶν.
34667	ΜΑΚΚΑΒΑΙΩΝ Α 6:43	ἐστιν ὁ	ἐστιν ὁ	474	consecutive enclitics	αὐτῷ	βασιλεύς	\vs{43}Καὶ εἶδεν Ἐλεάζαρ ὁ Σαυαρὰν ἓν τῶν θηρίων τεθωρακισμένον θώρακι βασιλικῷ, καὶ ἦν ὑπεράγον πάντα τὰ θηρία, καὶ ὤφθη ὅτι ἐν αὐτῷ ἐστιν ὁ βασιλεύς.
34721	ΜΑΚΚΑΒΑΙΩΝ Α 7:23	οἱ μετ	οἱ μετ	4140	consecutive enclitics	καὶ		\vs{23}Καὶ εἶδεν Ἰούδας πᾶσαν τὴν κακίαν ἣν ἐποίησεν Ἄλκιμος καὶ οἱ μετʼ αὐτοῦ ἐν υἱοῖς Ἰσραὴλ ὑπὲρ τὰ ἔθνη·
34724	ΜΑΚΚΑΒΑΙΩΝ Α 7:25	οἱ μετ	οἱ μετ	4140	consecutive enclitics	καὶ		\vs{25}Ὡς δὲ εἶδεν Ἄλκιμος ὅτι ἐνίσχυσεν Ἰούδας καὶ οἱ μετʼ αὐτοῦ, καὶ ἔγνω ὅτι οὐ δύναται ὑποστῆναι αὐτούς, καὶ ἐπέστρεψε πρὸς τὸν βασιλέα, καὶ κατηγόρησεν αὐτῶν πονηρά.
34770	ΜΑΚΚΑΒΑΙΩΝ Α 8:9	οἱ ἐκ	οἱ ἐκ	4140	consecutive enclitics	ὅτι	τῆς	\vs{9}Καὶ ὅτι οἱ ἐκ τῆς Ἑλλάδος ἐβουλεύσαντο ἐλθεῖν καὶ ἐξᾶραι αὐτούς,
34823	ΜΑΚΚΑΒΑΙΩΝ Α 9:16	οἱ εἰς	οἱ εἰς	4140	consecutive enclitics	Καὶ	τὸ	\vs{16}Καὶ οἱ εἰς τὸ ἀριστερὸν κέρας ἴδον ὅτι συνετρίβη τὸ δεξιὸν κέρας, καὶ ἐπέστρεψαν κατὰ πόδας Ἰούδα καὶ τῶν μετʼ αὐτοῦ ἐκ τῶν ὄπισθεν.
34845	ΜΑΚΚΑΒΑΙΩΝ Α 9:33	οἱ μετ	οἱ μετ	4140	consecutive enclitics	πάντες		\vs{33}Καὶ ἔγνω Ἰωνάθαν, καὶ Σίμων ὁ ἀδελφὸς αὐτοῦ, καὶ πάντες οἱ μετʼ αὐτοῦ, καὶ ἔφυγον εἰς τὴν ἔρημον Θεκωὲ, καὶ παρενέβαλον ἐπὶ τὸ ὕδωρ λάκκου Ἀσφάρ.
34863	ΜΑΚΚΑΒΑΙΩΝ Α 9:48	οἱ μετ	οἱ μετ	4140	consecutive enclitics	καὶ		\vs{48}Καὶ ἐνεπήδησεν Ἰωνάθαν καὶ οἱ μετʼ αὐτοῦ εἰς τὸν Ἰορδάνην, καὶ διεκολύμβησαν εἰς τὸ πέραν· καὶ οὐ διέβησαν ἐπʼ αὐτοὺς τὸν Ἰορδάνην.
34876	ΜΑΚΚΑΒΑΙΩΝ Α 9:58	οἱ παρ	οἱ παρ	4140	consecutive enclitics	καὶ		\vs{58}Καὶ ἐβουλεύσαντο πάντες οἱ ἄνομοι, λέγοντες, ἰδοὺ Ἰωνάθαν καὶ οἱ παρʼ αὐτοῦ ἐν ἡσυχίᾳ κατοικοῦσι πεποιθότες· νῦν οὖν ἄξομεν τὸν Βακχίδην, καὶ συλλήμψεται αὐτοὺς πάντας ἐν νυκτὶ μιᾷ.
34881	ΜΑΚΚΑΒΑΙΩΝ Α 9:62	οἱ μετ	οἱ μετ	4140	consecutive enclitics	καὶ		\vs{62}Καὶ ἐξεχώρησεν Ἰωνάθαν, καὶ Σίμων, καὶ οἱ μετʼ αὐτοῦ εἰς Βαιθβασὶ τὴν ἐν τῇ ἐρήμῳ, καὶ ᾠκοδόμησε τὰ καθῃρημένα αὐτῆς, καὶ ἐστερέωσαν αὐτήν.
34887	ΜΑΚΚΑΒΑΙΩΝ Α 9:67	οἱ μετ	οἱ μετ	4140	consecutive enclitics	καὶ		\vs{67}καὶ Σίμων, καὶ οἱ μετʼ αὐτοῦ ἐξῆλθον ἐκ τῆς πόλεως, καὶ ἐνεπύρισαν τὰς μηχανάς.
34906	ΜΑΚΚΑΒΑΙΩΝ Α 10:9	οἱ ἐκ	οἱ ἐκ	4140	consecutive enclitics	παρέδωκαν	τῆς	\vs{9}Καὶ παρέδωκαν οἱ ἐκ τῆς ἄκρας Ἰωνάθαν τὰ ὅμηρα, καὶ ἀπέδωκεν αὐτοὺς τοῖς γονεῦσιν αὐτῶν.
34943	ΜΑΚΚΑΒΑΙΩΝ Α 10:37	οἱ ἐπ	οἱ ἐπ	4140	consecutive enclitics	καὶ		\vs{37}Καὶ κατασταθήσεται ἐξ αὐτῶν ἐν τοῖς ὀχυρώμασι τοῦ βασιλέως τοῖς μεγάλοις, καὶ ἐκ τούτων κατασταθήσεται ἐπὶ χρειῶν τῆς βασιλείας τῶν οὐσῶν εἰς πίστιν· καὶ οἱ ἐπʼ αὐτῶν καὶ οἱ ἄρχοντες ἔστωσαν ἐξ αὐτῶν· καὶ πορευέσθωσαν τοῖς νόμοις αὐτῶν, καθὰ καὶ προσέταξεν ὁ βασιλεὺς ἐν γῇ Ἰούδα.
34949	ΜΑΚΚΑΒΑΙΩΝ Α 10:41	ὡς ἐν	ὡς ἐν	1776	consecutive enclitics	χρειῶν	τοῖς	\vs{41}Καὶ πᾶν τὸ πλεονάζον ὃ οὐκ ἀπεδίδοσαν οἱ ἀπὸ τῶν χρειῶν, ὡς ἐν τοῖς πρῶτοις ἔτεσιν, ἀπὸ τοῦ νῦν δώσουσιν εἰς τὰ ἔργα τοῦ οἴκου.
34992	ΜΑΚΚΑΒΑΙΩΝ Α 10:72	σου ἐν	σου ἐν	5611	consecutive enclitics	πατέρες	τῇ	\vs{72}Ἐρώτησον καὶ μάθε τίς εἰμι καὶ οἱ λοιποὶ οἱ βοηθοῦντες ἡμῖν, καὶ λέγουσιν, οὐκ ἔστιν ὑμῖν στάσις ποδὸς κατὰ πρόσωπον ἡμῶν; ὅτι δὶς ἐτροπώθησαν οἱ πατέρες σου ἐν τῇ γῇ αὐτῶν.
34998	ΜΑΚΚΑΒΑΙΩΝ Α 10:76	οἱ ἐκ	οἱ ἐκ	4140	consecutive enclitics	ἤνοιξαν	τῆς	\vs{76}Καὶ φοβηθέντες ἤνοιξαν οἱ ἐκ τῆς πόλεως, καὶ ἐκυρίευσεν Ἰωνάθαν Ἰόππης.
35011	ΜΑΚΚΑΒΑΙΩΝ Α 10:86	οἱ ἐκ	οἱ ἐκ	4140	consecutive enclitics	ἐξῆλθον	τῆς	\vs{86}Καὶ ἀπῇρεν ἐκεῖθεν Ἰωνάθαν, καὶ παρενέβαλεν ἐπὶ Ἀσκάλωνα, καὶ ἐξῆλθον οἱ ἐκ τῆς πόλεως εἰς συνάντησιν αὐτῷ ἐν δόξῃ μεγάλῃ.
35081	ΜΑΚΚΑΒΑΙΩΝ Α 11:45	οἱ ἐκ	οἱ ἐκ	4140	consecutive enclitics	ἐπισυνήχθησαν	τῆς	\vs{45}Καὶ ἐπισυνήχθησαν οἱ ἐκ τῆς πόλεως εἰς μέσον τῆς πόλεως εἰς ἀνδρῶν δώδεκα μυριάδας, καὶ ἠβούλοντο ἀνελεῖν τὸν βασιλέα.
35082	ΜΑΚΚΑΒΑΙΩΝ Α 11:46	οἱ ἐκ	οἱ ἐκ	4140	consecutive enclitics	κατελάβοντο	τῆς	\vs{46}Καὶ ἔφυγεν ὁ βασιλεὺς εἰς τὴν αὐλὴν, καὶ κατελάβοντο οἱ ἐκ τῆς πόλεως τὰς διόδους τῆς πόλεως, καὶ ἤρξαντο πολεμεῖν.
35102	ΜΑΚΚΑΒΑΙΩΝ Α 11:60	οἱ ἐκ	οἱ ἐκ	4140	consecutive enclitics	αὐτῷ	τῆς	\vs{60}Καὶ ἐξῆλθεν Ἰωνάθαν, καὶ διεπορεύετο πέραν τοῦ ποταμοῦ, καὶ ἐν ταῖς πόλεσι, καὶ ἠθροίσθησαν πρὸς αὐτὸν πᾶσαι αἱ δυνάμεις Συρίας εἰς συμμαχίαν, καὶ ἦλθεν εἰς Ἀσκάλωνα, καὶ ἀπήντησαν αὐτῷ οἱ ἐκ τῆς πόλεως ἐνδόξως.
35120	ΜΑΚΚΑΒΑΙΩΝ Α 11:73	οἱ παρ	οἱ παρ	4140	consecutive enclitics	φεύγοντες		\vs{73}Καὶ ἴδον οἱ φεύγοντες οἱ παρʼ αὐτοῦ, καὶ ἐπέστρεψαν πρὸς αὐτόν, καὶ ἐδίωκον μετʼ αὐτοῦ ἕως Κάδης ἕως της παρεμβολῆς αὐτῶν, καὶ παρενέβαλον ἐκεῖ.
35163	ΜΑΚΚΑΒΑΙΩΝ Α 12:28	οἱ παρ	οἱ παρ	4140	consecutive enclitics	καὶ		\vs{28}Καὶ ἤκουσαν οἱ ὑπεναντίοι ὅτι ἡτοίμασται Ἰωνάθαν καὶ οἱ παρʼ αὐτοῦ εἰς πόλεμον, καὶ ἐφοβήθησαν καὶ ἔπτηξαν τῇ καρδίᾳ αὐτῶν, καὶ ἀνέκαυσαν πυρὰς ἐν τῇ παρεμβολῇ αὐτῶν.
35164	ΜΑΚΚΑΒΑΙΩΝ Α 12:29	οἱ παρ	οἱ παρ	4140	consecutive enclitics	καὶ		\vs{29}Ἰωνάθαν δὲ καὶ οἱ παρʼ αὐτοῦ οὐκ ἔγνωσαν ἕως πρωῒ, ἔβλεπον γὰρ τὰ φῶτα καιόμενα.
35193	ΜΑΚΚΑΒΑΙΩΝ Α 12:50	οἱ μετ	οἱ μετ	4140	consecutive enclitics	καὶ		\vs{50}Καὶ ἐπέγνωσαν ὅτι συνελήφθη Ἰωνάθαν καὶ ἀπόλωλε, καὶ οἱ μετʼ αὐτοῦ, καὶ παρεκάλεσαν ἑαυτοὺς, καὶ ἐπορεύοντο συνεστραμμένοι ἕτοιμοι εἰς πόλεμον.
35220	ΜΑΚΚΑΒΑΙΩΝ Α 13:15	σου εἰς	σου εἰς	5611	consecutive enclitics	ἀδελφός	τὸ	\vs{15}περὶ ἀργυρίου οὗ ὤφειλεν Ἰωνάθαν ὁ ἀδελφός σου εἰς τὸ βασιλικὸν διʼ ἃς εἶχε χρείας συνέχομεν αὐτόν.
35259	ΜΑΚΚΑΒΑΙΩΝ Α 13:44	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	ἐξήλλοντο	τῇ	\vs{44}Καὶ ἐξήλλοντο οἱ ἐν τῇ ἑλεπόλει εἰς τὴν πόλιν, καὶ ἐγένετο κίνημα μέγα ἐν τῇ πόλει.
35260	ΜΑΚΚΑΒΑΙΩΝ Α 13:45	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	ἀνέβησαν	τῇ	\vs{45}Καὶ ἀνέβησαν οἱ ἐν τῇ πόλει σὺν ταῖς γυναιξὶ καὶ τοῖς τέκνοις ἐπὶ τὸ τεῖχος διεῤῥηχότες τὰ ἱμάτια αὐτῶν, καὶ ἐβόησαν φωνῇ μεγάλῃ ἀξιοῦντες Σίμωνα δεξιὰς αὐτοῖς δοῦναι,
35270	ΜΑΚΚΑΒΑΙΩΝ Α 13:52	οἱ παρ	οἱ παρ	4140	consecutive enclitics	καὶ		\vs{52}Καὶ ἔστησε κατʼ ἐνιαυτὸν τοῦ ἄγειν τὴν ἡμέραν ταύτην μετʼ εὐφροσύνης· καὶ προσωχύρωσε τὸ ὄρος τοῦ ἱεροῦ τὸ παρὰ τὴν ἄκραν, καὶ ᾤκει ἐκεῖ αὐτὸς καὶ οἱ παρʼ αὐτοῦ.
35352	ΜΑΚΚΑΒΑΙΩΝ Α 15:9	ὡς δ	ὡς δ	1776	consecutive enclitics			\vs{9}ὡς δʼ ἂν κρατήσωμεν τῆς βασιλείας ἡμῶν, δοξάσομέν σε, καὶ τὸ ἔθνος σου, καὶ τὸ ἱερὸν δόξῃ μεγάλῃ, ὥστε φανερὰν γενέσθαι τὴν δόξαν ὑμῶν ἐν πάσῃ τῇ γῇ.
35362	ΜΑΚΚΑΒΑΙΩΝ Α 15:15	οἱ παρ	οἱ παρ	4140	consecutive enclitics	καὶ		\vs{15}Καὶ ἦλθε Νουμήνιος, καὶ οἱ παρʼ αὐτοῦ, ἐκ Ῥώμης, ἔχοντες ἐπιστολὰς τοῖς βασιλεῦσι, καὶ ταῖς χώραις ἐν αἷς ἐγέγραπτο τάδε·
35404	ΜΑΚΚΑΒΑΙΩΝ Α 16:3	ἐστε ἐν	ἐστε ἐν	23	consecutive enclitics	ἱκανοί	τοῖς	\vs{3}Νῦν δὲ γεγήρακα, καὶ ὑμεῖς δὲ ἐν τῷ ἐλέει ἱκανοί ἐστε ἐν τοῖς ἔτεσι· γίνεσθε ἀντʼ ἐμοῦ, καὶ τοῦ ἀδελφοῦ μου, καὶ ἐξελθόντες ὑπερμαχεῖτε ὑπὲρ τοῦ ἔθνους ἡμῶν, ἡ δὲ ἐκ τοῦ οὐρανοῦ βοήθεια ἔστω μεθʼ ὑμῶν.
35424	ΜΑΚΚΑΒΑΙΩΝ Α 16:16	οἱ παρ	οἱ παρ	4140	consecutive enclitics	καὶ		\vs{16}Καὶ ὅτε ἐμεθύσθη Σίμων καὶ οἱ υἱοὶ αὐτοῦ, ἐξανέστη Πτολεμαῖος καὶ οἱ παρʼ αὐτοῦ, καὶ ἐλάβοσαν τὰ ὅπλα αὐτῶν, καὶ ἐπεισήλθοσαν τῷ Σίμωνι εἰς τὸ συμπόσιον, καὶ ἀπέκτειναν αὐτὸν καὶ τοὺς δύο υἱοὺς αὐτοῦ, καί τινας τῶν παιδαρίων αὐτοῦ.
35451	ΜΑΚΚΑΒΑΙΩΝ Β 1:7	οἱ μετ	οἱ μετ	4140	consecutive enclitics	καὶ		\vs{7}Βασιλεύοντος Δημητρίου ἔτους ἑκατοστοῦ ἑξηκοστοῦ ἐννατου, ἡμεῖς ὁ Ιουδαῖοι γεγραφήκαμεν ὑμῖν ἐν τῇ θλίψει, καὶ ἐν τῇ ἀκμῇ τῇ ἐπελθούσῃ ἡμῖν ἐν τοῖς ἔτεσι τούτοις, ἀφʼ οὗ ἀπέστη Ἰάσων καὶ οἱ μετʼ αὐτοῦ ἀπὸ τῆς ἁγίας γῆς, καὶ τῆς βασιλείας·
35455	ΜΑΚΚΑΒΑΙΩΝ Β 1:10	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	ὀγδόου	Ἱεροσολύμοις	\vs{10}Ἔτους ἑκατοστοῦ ὀγδοηκοστοῦ καὶ ὀγδόου οἱ ἐν Ἱεροσολύμοις, καὶ οἱ ἐν τῇ Ἰουδαίᾳ, καὶ ἡ γερουσία, καὶ Ἰούδας Ἀριστοβούλῳ διδασκάλῳ Πτολεμαίου τοῦ βασιλέως, ὄντι δὲ ἀπὸ τοῦ τῶν χριστῶν ἱερέων γένους, καὶ τοῖς ἐν Αἰγύπτῳ Ἰουδαίοις, χαίρειν καὶ ὑγιαίνειν.
35455	ΜΑΚΚΑΒΑΙΩΝ Β 1:10	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	καὶ	τῇ	\vs{10}Ἔτους ἑκατοστοῦ ὀγδοηκοστοῦ καὶ ὀγδόου οἱ ἐν Ἱεροσολύμοις, καὶ οἱ ἐν τῇ Ἰουδαίᾳ, καὶ ἡ γερουσία, καὶ Ἰούδας Ἀριστοβούλῳ διδασκάλῳ Πτολεμαίου τοῦ βασιλέως, ὄντι δὲ ἀπὸ τοῦ τῶν χριστῶν ἱερέων γένους, καὶ τοῖς ἐν Αἰγύπτῳ Ἰουδαίοις, χαίρειν καὶ ὑγιαίνειν.
35540	ΜΑΚΚΑΒΑΙΩΝ Β 3:4	τις ἐκ	τις ἐκ	116	consecutive enclitics	δέ	τῆς	\vs{4}Σίμων δέ τις ἐκ τῆς Βενιαμὶν φυλῆς προστάτης τοῦ ἱεροῦ καθεσταμένος, διηνέχθη τῷ ἀρχιερεῖ περὶ τῆς κατὰ τὴν πόλιν παρανομίας·
35763	ΜΑΚΚΑΒΑΙΩΝ Β 7:9	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	βάσανον	πρῶτος	\vs{9}οὗτος τὴν ἑξῆς ἔλαβε βάσανον, ὡς ὁ πρῶτος. Ἐν ἐσχάτῃ δὲ πνοῇ γενόμενος, εἶπε, σὺ μὲν ἀλάστωρ ἐκ τοῦ παρόντος ἡμᾶς ζῇν ἀπολύεις, ὁ δὲ τοῦ κόσμου βασιλεὺς ἀποθανόντας ἡμᾶς ὑπὲρ τῶν αὐτοῦ νόμων εἰς αἰώνιον ἀναβίωσιν ζωῆς ἡμᾶς ἀναστήσει.
